timestamp,camera_id,street_monitored,total_vehicles,occupancy_rate,flow_rate_per_min,avg_speed,avg_density,congestion_level,zone_id,duration_seconds
1764456417.59297,CAM_003,Synthetic St,47,1.0,37.6,7.731090553864457,22.485083931761814,Heavy,ZONE_103,60
1764456537.59297,CAM_001,Synthetic St,49,0.7331002558429088,39.2,17.48863437601366,14.662005116858177,Heavy,ZONE_101,60
1764456657.59297,CAM_003,Synthetic St,87,1.0,69.60000000000001,14.41482274087647,29.348566693202418,Heavy,ZONE_103,60
1764456777.59297,CAM_002,Synthetic St,95,1.0,76.0,9.424850937761844,28.498025626089586,Heavy,ZONE_102,60
1764456897.59297,CAM_003,Synthetic St,63,1.0,50.400000000000006,8.577516084330325,26.487064529694685,Heavy,ZONE_103,60
1764457017.59297,CAM_002,Synthetic St,82,1.0,65.60000000000001,10.645351696324788,20.25233466937066,Heavy,ZONE_102,60
1764457137.59297,CAM_002,Synthetic St,59,0.5112907709116099,47.2,14.280016388411601,10.225815418232198,Heavy,ZONE_102,60
1764457257.59297,CAM_002,Synthetic St,72,1.0,57.6,7.383844963672145,21.86769189945221,Heavy,ZONE_102,60
1764457377.59297,CAM_002,Synthetic St,74,0.1842237020685819,59.2,19.653835604984444,3.6844740413716384,High,ZONE_102,60
1764457497.59297,CAM_004,Synthetic St,24,0.21610535250598545,19.200000000000003,11.725018855174524,4.322107050119709,High,ZONE_104,60
1764457617.59297,CAM_001,Synthetic St,86,1.0,68.8,10.542887525554859,31.071700530688673,Heavy,ZONE_101,60
1764457737.59297,CAM_001,Synthetic St,73,1.0,58.400000000000006,7.041715325948512,22.845964939293516,Heavy,ZONE_101,60
1764457857.59297,CAM_004,Synthetic St,16,0.3323613672439715,12.8,24.726854226933707,6.64722734487943,High,ZONE_104,60
1764457977.59297,CAM_001,Synthetic St,40,1.0,32.0,6.4378851947786035,40.409174131493636,Heavy,ZONE_101,60
1764458097.59297,CAM_003,Synthetic St,20,0.40563523580651656,16.0,14.16399670128039,8.112704716130331,Heavy,ZONE_103,60
1764458217.59297,CAM_001,Synthetic St,27,1.0,21.6,14.699282541069126,29.650881911972135,Heavy,ZONE_101,60
1764458337.59297,CAM_004,Synthetic St,12,0.06296948908423876,9.600000000000001,27.661150155374205,1.2593897816847752,Normal,ZONE_104,60
1764458457.59297,CAM_004,Synthetic St,15,0.11090076825081936,12.0,12.448829763191528,2.218015365016387,High,ZONE_104,60
1764458577.59297,CAM_001,Synthetic St,26,0.311246936625776,20.8,15.609254548386307,6.22493873251552,High,ZONE_101,60
1764458697.59297,CAM_004,Synthetic St,15,0.43126737459951975,12.0,19.854132409275728,8.625347491990395,Heavy,ZONE_104,60
1764458817.59297,CAM_001,Synthetic St,36,0.6797020086481705,28.8,11.30785004160845,13.59404017296341,Heavy,ZONE_101,60
1764458937.59297,CAM_001,Synthetic St,53,1.0,42.400000000000006,14.077835722401336,42.38471660666254,Heavy,ZONE_101,60
1764459057.59297,CAM_004,Synthetic St,23,0.15785238150554295,18.400000000000002,14.608166193255498,3.157047630110859,High,ZONE_104,60
1764459177.59297,CAM_004,Synthetic St,28,0.15730911020990807,22.400000000000002,20.408040784979086,3.1461822041981615,High,ZONE_104,60
1764459297.59297,CAM_002,Synthetic St,31,0.7559639546838806,24.8,12.20813175722785,15.119279093677612,Heavy,ZONE_102,60
1764459417.59297,CAM_001,Synthetic St,101,1.0,80.80000000000001,19.333930119197788,36.6623004767844,Heavy,ZONE_101,60
1764459537.59297,CAM_001,Synthetic St,71,1.0,56.800000000000004,14.87986035979646,44.792739419471204,Heavy,ZONE_101,60
1764459657.59297,CAM_003,Synthetic St,98,0.5888319220773978,78.4,7.698299821238982,11.776638441547956,Heavy,ZONE_103,60
1764459777.59297,CAM_001,Synthetic St,137,1.0,109.60000000000001,5.054386558148664,36.61598879751935,Heavy,ZONE_101,60
1764459897.59297,CAM_003,Synthetic St,82,0.5210440449387209,65.60000000000001,11.882975124743261,10.420880898774419,Heavy,ZONE_103,60
1764460017.59297,CAM_001,Synthetic St,122,0.9077527971922175,97.60000000000001,8.122613775065778,18.15505594384435,Heavy,ZONE_101,60
1764460137.59297,CAM_003,Synthetic St,15,0.5481716831296342,12.0,6.641713440343855,10.963433662592683,Heavy,ZONE_103,60
1764460257.59297,CAM_003,Synthetic St,26,0.4756056742913463,20.8,12.009142008189649,9.512113485826927,Heavy,ZONE_103,60
1764460377.59297,CAM_002,Synthetic St,25,1.0,20.0,18.511101888384434,26.348303076487962,Heavy,ZONE_102,60
1764460497.59297,CAM_001,Synthetic St,33,1.0,26.400000000000002,10.759952085899705,21.607882572901488,Heavy,ZONE_101,60
1764460617.59297,CAM_004,Synthetic St,4,0.16138981622751478,3.2,27.081779234832677,3.2277963245502956,Normal,ZONE_104,60
1764460737.59297,CAM_001,Synthetic St,109,1.0,87.2,7.199320389936071,39.76298185582482,Heavy,ZONE_101,60
1764460857.59297,CAM_003,Synthetic St,56,0.29091579185338723,44.800000000000004,17.405095885880694,5.818315837067745,High,ZONE_103,60
1764460977.59297,CAM_003,Synthetic St,53,1.0,42.400000000000006,5.846241175055412,26.267151982394882,Heavy,ZONE_103,60
1764461097.59297,CAM_003,Synthetic St,66,0.8707940247360337,52.800000000000004,11.780067530171827,17.415880494720675,Heavy,ZONE_103,60
1764461217.59297,CAM_002,Synthetic St,45,0.3455717890981872,36.0,22.415387883609984,6.911435781963744,High,ZONE_102,60
1764461337.59297,CAM_003,Synthetic St,80,0.8701790462386185,64.0,10.6991906742469,17.40358092477237,Heavy,ZONE_103,60
1764461457.59297,CAM_001,Synthetic St,134,1.0,107.2,8.987639526761134,44.429618990983386,Heavy,ZONE_101,60
1764461577.59297,CAM_001,Synthetic St,132,1.0,105.60000000000001,14.755740695722137,38.88084074342197,Heavy,ZONE_101,60
1764461697.59297,CAM_001,Synthetic St,61,1.0,48.800000000000004,12.525133192177687,25.94281855611583,Heavy,ZONE_101,60
1764461817.59297,CAM_001,Synthetic St,19,0.9905071838844934,15.200000000000001,9.01991652626106,19.81014367768987,Heavy,ZONE_101,60
1764461937.59297,CAM_002,Synthetic St,80,1.0,64.0,18.59385223793456,22.61492312669636,Heavy,ZONE_102,60
1764462057.59297,CAM_003,Synthetic St,76,1.0,60.800000000000004,18.82078039623547,24.307209490127715,Heavy,ZONE_103,60
1764462177.59297,CAM_003,Synthetic St,43,0.27718103006161743,34.4,8.133002064194764,5.543620601232348,Heavy,ZONE_103,60
1764462297.59297,CAM_004,Synthetic St,16,0.35472371267076486,12.8,21.303376691786948,7.094474253415298,High,ZONE_104,60
1764462417.59297,CAM_001,Synthetic St,104,1.0,83.2,12.53196788465715,41.0576336952909,Heavy,ZONE_101,60
1764462537.59297,CAM_002,Synthetic St,76,0.4304256558653406,60.800000000000004,20.452559344612144,8.608513117306812,Heavy,ZONE_102,60
1764462657.59297,CAM_003,Synthetic St,92,1.0,73.60000000000001,11.319845753808277,22.98523897709724,Heavy,ZONE_103,60
1764462777.59297,CAM_004,Synthetic St,7,0.1423096558159891,5.6000000000000005,18.89146926045572,2.846193116319782,High,ZONE_104,60
1764462897.59297,CAM_002,Synthetic St,53,0.619393839367079,42.400000000000006,8.420295960748511,12.38787678734158,Heavy,ZONE_102,60
1764463017.59297,CAM_002,Synthetic St,14,0.7630121040736677,11.200000000000001,14.686585303869862,15.260242081473354,Heavy,ZONE_102,60
1764463137.59297,CAM_004,Synthetic St,17,0.34094439838036894,13.600000000000001,19.13538008297359,6.818887967607379,High,ZONE_104,60
1764463257.59297,CAM_002,Synthetic St,44,1.0,35.2,9.187858044113444,27.02641473501152,Heavy,ZONE_102,60
1764463377.59297,CAM_002,Synthetic St,57,1.0,45.6,15.770653365870398,24.1506611043393,Heavy,ZONE_102,60
1764463497.59297,CAM_002,Synthetic St,28,0.8015955293017685,22.400000000000002,15.015410579402738,16.03191058603537,Heavy,ZONE_102,60
1764463617.59297,CAM_002,Synthetic St,94,1.0,75.2,8.341997048796653,26.5506913787121,Heavy,ZONE_102,60
1764463737.59297,CAM_003,Synthetic St,34,0.11583806676098958,27.200000000000003,22.733087374304716,2.3167613352197916,High,ZONE_103,60
1764463857.59297,CAM_002,Synthetic St,78,0.8714414961842654,62.400000000000006,8.975730442520252,17.428829923685306,Heavy,ZONE_102,60
1764463977.59297,CAM_002,Synthetic St,80,0.3654184950420176,64.0,20.78571231847491,7.308369900840352,High,ZONE_102,60
1764464097.59297,CAM_002,Synthetic St,49,0.4909012913684331,39.2,11.853563294080047,9.818025827368661,Heavy,ZONE_102,60
1764464217.59297,CAM_001,Synthetic St,123,1.0,98.4,12.272538400344747,44.327961142201225,Heavy,ZONE_101,60
1764464337.59297,CAM_003,Synthetic St,69,0.3271969849967495,55.2,9.709352961525463,6.54393969993499,Heavy,ZONE_103,60
1764464457.59297,CAM_004,Synthetic St,7,0.19020641985226364,5.6000000000000005,36.96510275749747,3.8041283970452726,Normal,ZONE_104,60
1764464577.59297,CAM_004,Synthetic St,3,0.15736698687659872,2.4000000000000004,42.226174759057315,3.1473397375319743,Normal,ZONE_104,60
1764464697.59297,CAM_003,Synthetic St,49,0.3058760866990863,39.2,46.21030134931562,6.117521733981725,High,ZONE_103,60
1764464817.59297,CAM_002,Synthetic St,22,0.5721756420613807,17.6,19.948322217347968,11.443512841227614,Heavy,ZONE_102,60
1764464937.59297,CAM_004,Synthetic St,12,0.13729540840207438,9.600000000000001,36.36649931800817,2.7459081680414874,Normal,ZONE_104,60
1764465057.59297,CAM_004,Synthetic St,2,0.1212000381500093,1.6,30.798479289626542,2.424000763000186,Normal,ZONE_104,60
1764465177.59297,CAM_003,Synthetic St,13,0.21978920792416407,10.4,53.294297389319546,4.3957841584832815,High,ZONE_103,60
1764465297.59297,CAM_002,Synthetic St,42,0.695110739128425,33.6,18.141605396662627,13.9022147825685,Heavy,ZONE_102,60
1764465417.59297,CAM_001,Synthetic St,72,0.7785428317141945,57.6,9.7090040520394,15.57085663428389,Heavy,ZONE_101,60
1764465537.59297,CAM_001,Synthetic St,45,0.4696480014636314,36.0,18.912882782942898,9.392960029272627,Heavy,ZONE_101,60
1764465657.59297,CAM_003,Synthetic St,47,0.7430871920655443,37.6,12.766135388816604,14.861743841310886,Heavy,ZONE_103,60
1764465777.59297,CAM_001,Synthetic St,69,0.3756920037330561,55.2,31.729022959611328,7.513840074661123,High,ZONE_101,60
1764465897.59297,CAM_002,Synthetic St,34,0.3020650590411448,27.200000000000003,31.357550735719748,6.041301180822896,High,ZONE_102,60
1764466017.59297,CAM_001,Synthetic St,54,0.7664170314715278,43.2,8.501340639182867,15.328340629430556,Heavy,ZONE_101,60
1764466137.59297,CAM_002,Synthetic St,48,0.14778065057112713,38.400000000000006,29.979606049993176,2.9556130114225425,Normal,ZONE_102,60
1764466257.59297,CAM_003,Synthetic St,46,0.2117193706497092,36.800000000000004,27.635450360438742,4.234387412994184,High,ZONE_103,60
1764466377.59297,CAM_003,Synthetic St,46,0.2625100620883342,36.800000000000004,53.87500507941612,5.250201241766685,High,ZONE_103,60
1764466497.59297,CAM_004,Synthetic St,3,0.2042618379862024,2.4000000000000004,28.383508757057076,4.085236759724048,High,ZONE_104,60
1764466617.59297,CAM_003,Synthetic St,27,0.44353687431630523,21.6,58.22518225136886,8.870737486326105,Heavy,ZONE_103,60
1764466737.59297,CAM_001,Synthetic St,52,0.48908980297219956,41.6,33.06579214934067,9.781796059443991,Heavy,ZONE_101,60
1764466857.59297,CAM_002,Synthetic St,12,0.5222498382904972,9.600000000000001,15.252357042364517,10.444996765809943,Heavy,ZONE_102,60
1764466977.59297,CAM_003,Synthetic St,21,0.37982363719777673,16.8,28.614174306511156,7.596472743955535,High,ZONE_103,60
1764467097.59297,CAM_003,Synthetic St,47,0.6830004343784629,37.6,14.074148733764119,13.660008687569258,Heavy,ZONE_103,60
1764467217.59297,CAM_004,Synthetic St,12,0.13911433411135246,9.600000000000001,49.6412634717104,2.782286682227049,Normal,ZONE_104,60
1764467337.59297,CAM_002,Synthetic St,27,0.37066309331034397,21.6,27.36588490103767,7.41326186620688,High,ZONE_102,60
1764467457.59297,CAM_001,Synthetic St,7,0.6352453817515791,5.6000000000000005,9.975216614091028,12.704907635031581,Heavy,ZONE_101,60
1764467577.59297,CAM_004,Synthetic St,5,0.1809289394813848,4.0,42.21064563648079,3.618578789627696,Normal,ZONE_104,60
1764467697.59297,CAM_004,Synthetic St,14,0.1413770335104738,11.200000000000001,50.848943564649865,2.827540670209476,Normal,ZONE_104,60
1764467817.59297,CAM_003,Synthetic St,43,0.39570836477664095,34.4,24.48053127644733,7.9141672955328195,High,ZONE_103,60
1764467937.59297,CAM_002,Synthetic St,34,0.508959861294972,27.200000000000003,9.308969957579798,10.179197225899438,Heavy,ZONE_102,60
1764468057.59297,CAM_002,Synthetic St,49,0.6877751550613616,39.2,8.615557036881226,13.755503101227232,Heavy,ZONE_102,60
1764468177.59297,CAM_004,Synthetic St,13,0.19766075692822577,10.4,55.497359157642485,3.9532151385645156,Normal,ZONE_104,60
1764468297.59297,CAM_001,Synthetic St,46,0.8075715864119435,36.800000000000004,19.03175907923668,16.15143172823887,Heavy,ZONE_101,60
1764468417.59297,CAM_004,Synthetic St,13,0.17660835427767216,10.4,51.486716623582275,3.5321670855534433,Normal,ZONE_104,60
1764468537.59297,CAM_003,Synthetic St,31,0.6282409039335122,24.8,18.708963325870748,12.564818078670244,Heavy,ZONE_103,60
1764468657.59297,CAM_003,Synthetic St,32,0.21815070715285517,25.6,58.05796692696424,4.363014143057104,High,ZONE_103,60
1764468777.59297,CAM_003,Synthetic St,34,0.18230847891268587,27.200000000000003,57.8974754481641,3.6461695782537173,Normal,ZONE_103,60
1764468897.59297,CAM_004,Synthetic St,13,0.015389327331458291,10.4,29.550351705218837,0.3077865466291658,Normal,ZONE_104,60
1764469017.59297,CAM_001,Synthetic St,23,0.8332524988907346,18.400000000000002,8.693962531122702,16.665049977814693,Heavy,ZONE_101,60
1764469137.59297,CAM_003,Synthetic St,44,0.11113247630804479,35.2,56.63755287342364,2.222649526160896,Normal,ZONE_103,60
1764469257.59297,CAM_003,Synthetic St,26,0.32608004807817725,20.8,40.02299761871457,6.5216009615635455,High,ZONE_103,60
1764469377.59297,CAM_002,Synthetic St,21,0.7055007927234036,16.8,7.751342226526329,14.110015854468072,Heavy,ZONE_102,60
1764469497.59297,CAM_004,Synthetic St,14,0.17357095957179436,11.200000000000001,50.38174963633208,3.471419191435887,Normal,ZONE_104,60
1764469617.59297,CAM_002,Synthetic St,38,0.7150309217856468,30.400000000000002,17.188617301513744,14.300618435712934,Heavy,ZONE_102,60
1764469737.59297,CAM_001,Synthetic St,31,0.08276979753564803,24.8,16.84620162784797,1.6553959507129608,High,ZONE_101,60
1764469857.59297,CAM_001,Synthetic St,26,0.8845219367826527,20.8,17.474608411816064,17.690438735653053,Heavy,ZONE_101,60
1764469977.59297,CAM_001,Synthetic St,21,0.7575836735406641,16.8,19.24479655982792,15.151673470813282,Heavy,ZONE_101,60
1764470097.59297,CAM_001,Synthetic St,13,0.13121546057624703,10.4,36.39897101042977,2.6243092115249405,Normal,ZONE_101,60
1764470217.59297,CAM_004,Synthetic St,3,0.1727521088522031,2.4000000000000004,31.095775865970474,3.4550421770440622,Normal,ZONE_104,60
1764470337.59297,CAM_002,Synthetic St,30,0.20947473210494047,24.0,35.37171115700068,4.1894946420988095,High,ZONE_102,60
1764470457.59297,CAM_001,Synthetic St,56,0.8162484248372177,44.800000000000004,11.24094002780335,16.324968496744354,Heavy,ZONE_101,60
1764470577.59297,CAM_001,Synthetic St,31,0.8886857521463097,24.8,13.811289778392,17.773715042926195,Heavy,ZONE_101,60
1764470697.59297,CAM_003,Synthetic St,43,0.09287619085049076,34.4,38.99084764537321,1.8575238170098152,Normal,ZONE_103,60
1764470817.59297,CAM_001,Synthetic St,16,0.8575645329502549,12.8,8.279106286556768,17.1512906590051,Heavy,ZONE_101,60
1764470937.59297,CAM_001,Synthetic St,24,0.4495381753912545,19.200000000000003,36.69881931920761,8.99076350782509,Heavy,ZONE_101,60
1764471057.59297,CAM_002,Synthetic St,19,0.10353359963591946,15.200000000000001,57.0525389265158,2.070671992718389,Normal,ZONE_102,60
1764471177.59297,CAM_003,Synthetic St,10,0.3850539207119215,8.0,54.293454260312416,7.70107841423843,High,ZONE_103,60
1764471297.59297,CAM_003,Synthetic St,37,0.5819934918830343,29.6,13.244209266515341,11.639869837660687,Heavy,ZONE_103,60
1764471417.59297,CAM_004,Synthetic St,13,0.029229920359410584,10.4,70.23582878490116,0.5845984071882117,Normal,ZONE_104,60
1764471537.59297,CAM_002,Synthetic St,5,0.3986981427434039,4.0,35.69483566944056,7.973962854868079,High,ZONE_102,60
1764471657.59297,CAM_002,Synthetic St,3,0.08646979351330558,2.4000000000000004,37.591061460622285,1.7293958702661116,Normal,ZONE_102,60
1764471777.59297,CAM_003,Synthetic St,3,0.05402055660636361,2.4000000000000004,80.0,1.0804111321272722,Normal,ZONE_103,60
1764471897.59297,CAM_002,Synthetic St,7,0.129482642670408,5.6000000000000005,40.54914739190498,2.5896528534081598,Normal,ZONE_102,60
1764472017.59297,CAM_002,Synthetic St,3,0.1410672306954738,2.4000000000000004,80.0,2.821344613909476,Normal,ZONE_102,60
1764472137.59297,CAM_004,Synthetic St,0,0.03715800185361951,0.0,80.0,0.7431600370723902,Normal,ZONE_104,60
1764472257.59297,CAM_004,Synthetic St,1,0.007209575447331582,0.8,80.0,0.14419150894663163,Normal,ZONE_104,60
1764472377.59297,CAM_001,Synthetic St,11,0.129706301437724,8.8,52.865940463599806,2.59412602875448,Normal,ZONE_101,60
1764472497.59297,CAM_001,Synthetic St,14,0.08033275653937835,11.200000000000001,47.2352614072597,1.6066551307875672,Normal,ZONE_101,60
1764472617.59297,CAM_003,Synthetic St,5,0.085553402377777,4.0,80.0,1.71106804755554,Normal,ZONE_103,60
1764472737.59297,CAM_002,Synthetic St,4,0.02580066886685457,3.2,80.0,0.5160133773370914,Normal,ZONE_102,60
1764472857.59297,CAM_003,Synthetic St,3,0.08255530827580693,2.4000000000000004,42.61554833809758,1.6511061655161385,Normal,ZONE_103,60
1764472977.59297,CAM_001,Synthetic St,6,0.171164924503674,4.800000000000001,21.025113445281498,3.4232984900734795,High,ZONE_101,60
1764473097.59297,CAM_001,Synthetic St,9,0.09235811836057634,7.2,27.869399578084806,1.8471623672115267,Normal,ZONE_101,60
1764473217.59297,CAM_001,Synthetic St,5,0.19109210495614795,4.0,25.47364351757389,3.821842099122959,Normal,ZONE_101,60
1764473337.59297,CAM_003,Synthetic St,8,0.04054314934948073,6.4,65.80977248672374,0.8108629869896146,Normal,ZONE_103,60
1764473457.59297,CAM_001,Synthetic St,6,0.11930721173962926,4.800000000000001,32.6723725267455,2.386144234792585,Normal,ZONE_101,60
1764473577.59297,CAM_004,Synthetic St,1,0.016542501075549686,0.8,80.0,0.3308500215109937,Normal,ZONE_104,60
1764473697.59297,CAM_003,Synthetic St,4,0.13949154322594887,3.2,80.0,2.789830864518977,Normal,ZONE_103,60
1764473817.59297,CAM_004,Synthetic St,2,0.032465424637533095,1.6,66.55505958374133,0.6493084927506619,Normal,ZONE_104,60
1764473937.59297,CAM_001,Synthetic St,11,0.1879476528406041,8.8,33.925952784908326,3.758953056812082,Normal,ZONE_101,60
1764474057.59297,CAM_004,Synthetic St,0,0.03689862877554097,0.0,53.5602232529084,0.7379725755108194,Normal,ZONE_104,60
1764474177.59297,CAM_004,Synthetic St,1,0.02378205822307052,0.8,40.39957256953638,0.47564116446141036,Normal,ZONE_104,60
1764474297.59297,CAM_003,Synthetic St,8,0.07034323960031484,6.4,76.28590431114313,1.4068647920062969,Normal,ZONE_103,60
1764474417.59297,CAM_003,Synthetic St,5,0.05643859552924957,4.0,80.0,1.1287719105849914,Normal,ZONE_103,60
1764474537.59297,CAM_001,Synthetic St,13,0.18408545587409766,10.4,38.85553884669009,3.681709117481953,Normal,ZONE_101,60
1764474657.59297,CAM_004,Synthetic St,1,0.024349480114188304,0.8,80.0,0.4869896022837661,Normal,ZONE_104,60
1764474777.59297,CAM_004,Synthetic St,2,0.03703428583036639,1.6,64.96299867190565,0.7406857166073277,Normal,ZONE_104,60
1764474897.59297,CAM_004,Synthetic St,1,0.026934841676429476,0.8,80.0,0.5386968335285895,Normal,ZONE_104,60
1764475017.59297,CAM_002,Synthetic St,2,0.09353086286560996,1.6,59.7230316290277,1.8706172573121993,Normal,ZONE_102,60
1764475137.59297,CAM_004,Synthetic St,1,0.006640376530737612,0.8,38.52300223525103,0.13280753061475223,Normal,ZONE_104,60
1764475257.59297,CAM_001,Synthetic St,5,0.11460955230310362,4.0,28.995848421732337,2.2921910460620722,Normal,ZONE_101,60
1764475377.59297,CAM_002,Synthetic St,4,0.12318774900804415,3.2,75.65242285787784,2.463754980160883,Normal,ZONE_102,60
1764475497.59297,CAM_001,Synthetic St,11,0.17596978126960752,8.8,33.80577532588786,3.5193956253921503,Normal,ZONE_101,60
1764475617.59297,CAM_002,Synthetic St,3,0.08536414143617699,2.4000000000000004,39.628041652215614,1.7072828287235398,Normal,ZONE_102,60
1764475737.59297,CAM_001,Synthetic St,4,0.13404050623822705,3.2,39.56804442712638,2.680810124764541,Normal,ZONE_101,60
1764475857.59297,CAM_001,Synthetic St,4,0.18854648509423647,3.2,62.148791260170036,3.770929701884729,Normal,ZONE_101,60
1764475977.59297,CAM_002,Synthetic St,1,0.1016227614213924,0.8,80.0,2.032455228427848,Normal,ZONE_102,60
1764476097.59297,CAM_004,Synthetic St,0,0.009870502639846294,0.0,80.0,0.19741005279692586,Normal,ZONE_104,60
1764476217.59297,CAM_004,Synthetic St,1,0.028442789515142564,0.8,40.06184444752988,0.5688557903028513,Normal,ZONE_104,60
1764476337.59297,CAM_004,Synthetic St,0,0.008983455020811961,0.0,45.91704590608626,0.1796691004162392,Normal,ZONE_104,60
1764476457.59297,CAM_001,Synthetic St,13,0.14299419026381333,10.4,31.02499965696336,2.8598838052762665,Normal,ZONE_101,60
1764476577.59297,CAM_002,Synthetic St,1,0.08388032828789597,0.8,80.0,1.6776065657579196,Normal,ZONE_102,60
1764476697.59297,CAM_002,Synthetic St,8,0.0522569928373531,6.4,77.61936653472573,1.045139856747062,Normal,ZONE_102,60
1764476817.59297,CAM_003,Synthetic St,2,0.11079817545067924,1.6,56.51419988476704,2.215963509013585,Normal,ZONE_103,60
1764476937.59297,CAM_002,Synthetic St,8,0.11673825678456373,6.4,44.03574207626976,2.3347651356912746,Normal,ZONE_102,60
1764477057.59297,CAM_001,Synthetic St,9,0.16843799306967555,7.2,33.232717488895666,3.368759861393511,Normal,ZONE_101,60
1764477177.59297,CAM_003,Synthetic St,9,0.11646392555218135,7.2,73.74277717454765,2.329278511043627,Normal,ZONE_103,60
1764477297.59297,CAM_002,Synthetic St,4,0.05699476818564224,3.2,57.42779563577568,1.1398953637128448,Normal,ZONE_102,60
1764477417.59297,CAM_003,Synthetic St,4,0.05951551253183971,3.2,43.473943355301415,1.1903102506367942,Normal,ZONE_103,60
1764477537.59297,CAM_003,Synthetic St,2,0.07836620328711781,1.6,49.60589021711857,1.5673240657423562,Normal,ZONE_103,60
1764477657.59297,CAM_003,Synthetic St,5,0.06316450342249882,4.0,55.41999017476396,1.2632900684499764,Normal,ZONE_103,60
1764477777.59297,CAM_004,Synthetic St,1,0.03340387443850681,0.8,80.0,0.6680774887701362,Normal,ZONE_104,60
1764477897.59297,CAM_001,Synthetic St,6,0.0616637185511528,4.800000000000001,59.5144551183054,1.233274371023056,Normal,ZONE_101,60
1764478017.59297,CAM_002,Synthetic St,1,0.06379130604103907,0.8,77.46054368913312,1.2758261208207813,Normal,ZONE_102,60
