timestamp,camera_id,total_vehicles,occupancy_rate,flow_rate_per_min,avg_speed,avg_density,congestion_level,hour,day_of_week
1764882712.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,21,3
1764882772.018544,CAM_SYNTH,3,0.03,3.0,58.5,0.6,Normal,21,3
1764882832.018544,CAM_SYNTH,11,0.11,11.0,54.5,2.2,Normal,21,3
1764882892.018544,CAM_SYNTH,12,0.12,12.0,54.0,2.4,Normal,21,3
1764882952.018544,CAM_SYNTH,23,0.23,23.0,48.5,4.6,Normal,21,3
1764883012.018544,CAM_SYNTH,1,0.01,1.0,59.5,0.2,Normal,21,3
1764883072.018544,CAM_SYNTH,27,0.27,27.0,46.5,5.4,Normal,21,3
1764883132.018544,CAM_SYNTH,18,0.18,18.0,51.0,3.6,Normal,21,3
1764883192.018544,CAM_SYNTH,18,0.18,18.0,51.0,3.6,Normal,21,3
1764883252.018544,CAM_SYNTH,10,0.1,10.0,55.0,2.0,Normal,21,3
1764883312.018544,CAM_SYNTH,14,0.14,14.0,53.0,2.8,Normal,21,3
1764883372.018544,CAM_SYNTH,22,0.22,22.0,49.0,4.4,Normal,21,3
1764883432.018544,CAM_SYNTH,12,0.12,12.0,54.0,2.4,Normal,21,3
1764883492.018544,CAM_SYNTH,2,0.02,2.0,59.0,0.4,Normal,21,3
1764883552.018544,CAM_SYNTH,5,0.05,5.0,57.5,1.0,Normal,21,3
1764883612.018544,CAM_SYNTH,5,0.05,5.0,57.5,1.0,Normal,21,3
1764883672.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,21,3
1764883732.018544,CAM_SYNTH,10,0.1,10.0,55.0,2.0,Normal,21,3
1764883792.018544,CAM_SYNTH,1,0.01,1.0,59.5,0.2,Normal,21,3
1764883852.018544,CAM_SYNTH,15,0.15,15.0,52.5,3.0,Normal,21,3
1764883912.018544,CAM_SYNTH,6,0.06,6.0,57.0,1.2,Normal,21,3
1764883972.018544,CAM_SYNTH,16,0.16,16.0,52.0,3.2,Normal,21,3
1764884032.018544,CAM_SYNTH,12,0.12,12.0,54.0,2.4,Normal,21,3
1764884092.018544,CAM_SYNTH,19,0.19,19.0,50.5,3.8,Normal,21,3
1764884152.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,21,3
1764884212.018544,CAM_SYNTH,18,0.18,18.0,51.0,3.6,Normal,21,3
1764884272.018544,CAM_SYNTH,5,0.05,5.0,57.5,1.0,Normal,21,3
1764884332.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,21,3
1764884392.018544,CAM_SYNTH,28,0.28,28.0,46.0,5.6,Normal,21,3
1764884452.018544,CAM_SYNTH,4,0.04,4.0,58.0,0.8,Normal,21,3
1764884512.018544,CAM_SYNTH,10,0.1,10.0,55.0,2.0,Normal,21,3
1764884572.018544,CAM_SYNTH,15,0.15,15.0,52.5,3.0,Normal,21,3
1764884632.018544,CAM_SYNTH,4,0.04,4.0,58.0,0.8,Normal,21,3
1764884692.018544,CAM_SYNTH,6,0.06,6.0,57.0,1.2,Normal,21,3
1764884752.018544,CAM_SYNTH,14,0.14,14.0,53.0,2.8,Normal,21,3
1764884812.018544,CAM_SYNTH,14,0.14,14.0,53.0,2.8,Normal,21,3
1764884872.018544,CAM_SYNTH,13,0.13,13.0,53.5,2.6,Normal,21,3
1764884932.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,21,3
1764884992.018544,CAM_SYNTH,2,0.02,2.0,59.0,0.4,Normal,21,3
1764885052.018544,CAM_SYNTH,9,0.09,9.0,55.5,1.8,Normal,21,3
1764885112.018544,CAM_SYNTH,11,0.11,11.0,54.5,2.2,Normal,21,3
1764885172.018544,CAM_SYNTH,8,0.08,8.0,56.0,1.6,Normal,21,3
1764885232.018544,CAM_SYNTH,22,0.22,22.0,49.0,4.4,Normal,21,3
1764885292.018544,CAM_SYNTH,11,0.11,11.0,54.5,2.2,Normal,21,3
1764885352.018544,CAM_SYNTH,15,0.15,15.0,52.5,3.0,Normal,21,3
1764885412.018544,CAM_SYNTH,17,0.17,17.0,51.5,3.4,Normal,21,3
1764885472.018544,CAM_SYNTH,19,0.19,19.0,50.5,3.8,Normal,21,3
1764885532.018544,CAM_SYNTH,2,0.02,2.0,59.0,0.4,Normal,21,3
1764885592.018544,CAM_SYNTH,4,0.04,4.0,58.0,0.8,Normal,21,3
1764885652.018544,CAM_SYNTH,13,0.13,13.0,53.5,2.6,Normal,22,3
1764885712.018544,CAM_SYNTH,16,0.16,16.0,52.0,3.2,Normal,22,3
1764885772.018544,CAM_SYNTH,8,0.08,8.0,56.0,1.6,Normal,22,3
1764885832.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,22,3
1764885892.018544,CAM_SYNTH,9,0.09,9.0,55.5,1.8,Normal,22,3
1764885952.018544,CAM_SYNTH,10,0.1,10.0,55.0,2.0,Normal,22,3
1764886012.018544,CAM_SYNTH,3,0.03,3.0,58.5,0.6,Normal,22,3
1764886072.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,22,3
1764886132.018544,CAM_SYNTH,2,0.02,2.0,59.0,0.4,Normal,22,3
1764886192.018544,CAM_SYNTH,26,0.26,26.0,47.0,5.2,Normal,22,3
1764886252.018544,CAM_SYNTH,15,0.15,15.0,52.5,3.0,Normal,22,3
1764886312.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,22,3
1764886372.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,22,3
1764886432.018544,CAM_SYNTH,1,0.01,1.0,59.5,0.2,Normal,22,3
1764886492.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,22,3
1764886552.018544,CAM_SYNTH,8,0.08,8.0,56.0,1.6,Normal,22,3
1764886612.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,22,3
1764886672.018544,CAM_SYNTH,13,0.13,13.0,53.5,2.6,Normal,22,3
1764886732.018544,CAM_SYNTH,1,0.01,1.0,59.5,0.2,Normal,22,3
1764886792.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,22,3
1764886852.018544,CAM_SYNTH,9,0.09,9.0,55.5,1.8,Normal,22,3
1764886912.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,22,3
1764886972.018544,CAM_SYNTH,12,0.12,12.0,54.0,2.4,Normal,22,3
1764887032.018544,CAM_SYNTH,5,0.05,5.0,57.5,1.0,Normal,22,3
1764887092.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,22,3
1764887152.018544,CAM_SYNTH,9,0.09,9.0,55.5,1.8,Normal,22,3
1764887212.018544,CAM_SYNTH,8,0.08,8.0,56.0,1.6,Normal,22,3
1764887272.018544,CAM_SYNTH,22,0.22,22.0,49.0,4.4,Normal,22,3
1764887332.018544,CAM_SYNTH,21,0.21,21.0,49.5,4.2,Normal,22,3
1764887392.018544,CAM_SYNTH,11,0.11,11.0,54.5,2.2,Normal,22,3
1764887452.018544,CAM_SYNTH,17,0.17,17.0,51.5,3.4,Normal,22,3
1764887512.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,22,3
1764887572.018544,CAM_SYNTH,6,0.06,6.0,57.0,1.2,Normal,22,3
1764887632.018544,CAM_SYNTH,24,0.24,24.0,48.0,4.8,Normal,22,3
1764887692.018544,CAM_SYNTH,29,0.29,29.0,45.5,5.8,Normal,22,3
1764887752.018544,CAM_SYNTH,9,0.09,9.0,55.5,1.8,Normal,22,3
1764887812.018544,CAM_SYNTH,14,0.14,14.0,53.0,2.8,Normal,22,3
1764887872.018544,CAM_SYNTH,17,0.17,17.0,51.5,3.4,Normal,22,3
1764887932.018544,CAM_SYNTH,13,0.13,13.0,53.5,2.6,Normal,22,3
1764887992.018544,CAM_SYNTH,16,0.16,16.0,52.0,3.2,Normal,22,3
1764888052.018544,CAM_SYNTH,4,0.04,4.0,58.0,0.8,Normal,22,3
1764888112.018544,CAM_SYNTH,23,0.23,23.0,48.5,4.6,Normal,22,3
1764888172.018544,CAM_SYNTH,4,0.04,4.0,58.0,0.8,Normal,22,3
1764888232.018544,CAM_SYNTH,27,0.27,27.0,46.5,5.4,Normal,22,3
1764888292.018544,CAM_SYNTH,4,0.04,4.0,58.0,0.8,Normal,22,3
1764888352.018544,CAM_SYNTH,9,0.09,9.0,55.5,1.8,Normal,22,3
1764888412.018544,CAM_SYNTH,5,0.05,5.0,57.5,1.0,Normal,22,3
1764888472.018544,CAM_SYNTH,10,0.1,10.0,55.0,2.0,Normal,22,3
1764888532.018544,CAM_SYNTH,2,0.02,2.0,59.0,0.4,Normal,22,3
1764888592.018544,CAM_SYNTH,30,0.3,30.0,45.0,6.0,Normal,22,3
1764888652.018544,CAM_SYNTH,2,0.02,2.0,59.0,0.4,Normal,22,3
1764888712.018544,CAM_SYNTH,6,0.06,6.0,57.0,1.2,Normal,22,3
1764888772.018544,CAM_SYNTH,13,0.13,13.0,53.5,2.6,Normal,22,3
1764888832.018544,CAM_SYNTH,28,0.28,28.0,46.0,5.6,Normal,22,3
1764888892.018544,CAM_SYNTH,15,0.15,15.0,52.5,3.0,Normal,22,3
1764888952.018544,CAM_SYNTH,20,0.2,20.0,50.0,4.0,Normal,22,3
1764889012.018544,CAM_SYNTH,5,0.05,5.0,57.5,1.0,Normal,22,3
1764889072.018544,CAM_SYNTH,8,0.08,8.0,56.0,1.6,Normal,22,3
1764889132.018544,CAM_SYNTH,16,0.16,16.0,52.0,3.2,Normal,22,3
1764889192.018544,CAM_SYNTH,29,0.29,29.0,45.5,5.8,Normal,22,3
1764889252.018544,CAM_SYNTH,17,0.17,17.0,51.5,3.4,Normal,23,3
1764889312.018544,CAM_SYNTH,12,0.12,12.0,54.0,2.4,Normal,23,3
1764889372.018544,CAM_SYNTH,28,0.28,28.0,46.0,5.6,Normal,23,3
1764889432.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,23,3
1764889492.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,23,3
1764889552.018544,CAM_SYNTH,11,0.11,11.0,54.5,2.2,Normal,23,3
1764889612.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,23,3
1764889672.018544,CAM_SYNTH,20,0.2,20.0,50.0,4.0,Normal,23,3
1764889732.018544,CAM_SYNTH,5,0.05,5.0,57.5,1.0,Normal,23,3
1764889792.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,23,3
1764889852.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,23,3
1764889912.018544,CAM_SYNTH,17,0.17,17.0,51.5,3.4,Normal,23,3
1764889972.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,23,3
1764890032.018544,CAM_SYNTH,3,0.03,3.0,58.5,0.6,Normal,23,3
1764890092.018544,CAM_SYNTH,21,0.21,21.0,49.5,4.2,Normal,23,3
1764890152.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,23,3
1764890212.018544,CAM_SYNTH,12,0.12,12.0,54.0,2.4,Normal,23,3
1764890272.018544,CAM_SYNTH,18,0.18,18.0,51.0,3.6,Normal,23,3
1764890332.018544,CAM_SYNTH,6,0.06,6.0,57.0,1.2,Normal,23,3
1764890392.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,23,3
1764890452.018544,CAM_SYNTH,1,0.01,1.0,59.5,0.2,Normal,23,3
1764890512.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,23,3
1764890572.018544,CAM_SYNTH,29,0.29,29.0,45.5,5.8,Normal,23,3
1764890632.018544,CAM_SYNTH,20,0.2,20.0,50.0,4.0,Normal,23,3
1764890692.018544,CAM_SYNTH,19,0.19,19.0,50.5,3.8,Normal,23,3
1764890752.018544,CAM_SYNTH,6,0.06,6.0,57.0,1.2,Normal,23,3
1764890812.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,23,3
1764890872.018544,CAM_SYNTH,7,0.07,7.0,56.5,1.4,Normal,23,3
1764890932.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,23,3
1764890992.018544,CAM_SYNTH,9,0.09,9.0,55.5,1.8,Normal,23,3
1764891052.018544,CAM_SYNTH,2,0.02,2.0,59.0,0.4,Normal,23,3
1764891112.018544,CAM_SYNTH,19,0.19,19.0,50.5,3.8,Normal,23,3
1764891172.018544,CAM_SYNTH,5,0.05,5.0,57.5,1.0,Normal,23,3
1764891232.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,23,3
1764891292.018544,CAM_SYNTH,13,0.13,13.0,53.5,2.6,Normal,23,3
1764891352.018544,CAM_SYNTH,19,0.19,19.0,50.5,3.8,Normal,23,3
1764891412.018544,CAM_SYNTH,12,0.12,12.0,54.0,2.4,Normal,23,3
1764891472.018544,CAM_SYNTH,10,0.1,10.0,55.0,2.0,Normal,23,3
1764891532.018544,CAM_SYNTH,12,0.12,12.0,54.0,2.4,Normal,23,3
1764891592.018544,CAM_SYNTH,11,0.11,11.0,54.5,2.2,Normal,23,3
1764891652.018544,CAM_SYNTH,1,0.01,1.0,59.5,0.2,Normal,23,3
1764891712.018544,CAM_SYNTH,19,0.19,19.0,50.5,3.8,Normal,23,3
1764891772.018544,CAM_SYNTH,27,0.27,27.0,46.5,5.4,Normal,23,3
1764891832.018544,CAM_SYNTH,1,0.01,1.0,59.5,0.2,Normal,23,3
1764891892.018544,CAM_SYNTH,6,0.06,6.0,57.0,1.2,Normal,23,3
1764891952.018544,CAM_SYNTH,12,0.12,12.0,54.0,2.4,Normal,23,3
1764892012.018544,CAM_SYNTH,8,0.08,8.0,56.0,1.6,Normal,23,3
1764892072.018544,CAM_SYNTH,20,0.2,20.0,50.0,4.0,Normal,23,3
1764892132.018544,CAM_SYNTH,4,0.04,4.0,58.0,0.8,Normal,23,3
1764892192.018544,CAM_SYNTH,14,0.14,14.0,53.0,2.8,Normal,23,3
1764892252.018544,CAM_SYNTH,7,0.07,7.0,56.5,1.4,Normal,23,3
1764892312.018544,CAM_SYNTH,25,0.25,25.0,47.5,5.0,Normal,23,3
1764892372.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,23,3
1764892432.018544,CAM_SYNTH,5,0.05,5.0,57.5,1.0,Normal,23,3
1764892492.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,23,3
1764892552.018544,CAM_SYNTH,18,0.18,18.0,51.0,3.6,Normal,23,3
1764892612.018544,CAM_SYNTH,13,0.13,13.0,53.5,2.6,Normal,23,3
1764892672.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,23,3
1764892732.018544,CAM_SYNTH,16,0.16,16.0,52.0,3.2,Normal,23,3
1764892792.018544,CAM_SYNTH,9,0.09,9.0,55.5,1.8,Normal,23,3
1764892852.018544,CAM_SYNTH,24,0.24,24.0,48.0,4.8,Normal,0,4
1764892912.018544,CAM_SYNTH,24,0.24,24.0,48.0,4.8,Normal,0,4
1764892972.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,0,4
1764893032.018544,CAM_SYNTH,26,0.26,26.0,47.0,5.2,Normal,0,4
1764893092.018544,CAM_SYNTH,9,0.09,9.0,55.5,1.8,Normal,0,4
1764893152.018544,CAM_SYNTH,12,0.12,12.0,54.0,2.4,Normal,0,4
1764893212.018544,CAM_SYNTH,24,0.24,24.0,48.0,4.8,Normal,0,4
1764893272.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,0,4
1764893332.018544,CAM_SYNTH,9,0.09,9.0,55.5,1.8,Normal,0,4
1764893392.018544,CAM_SYNTH,1,0.01,1.0,59.5,0.2,Normal,0,4
1764893452.018544,CAM_SYNTH,18,0.18,18.0,51.0,3.6,Normal,0,4
1764893512.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,0,4
1764893572.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,0,4
1764893632.018544,CAM_SYNTH,14,0.14,14.0,53.0,2.8,Normal,0,4
1764893692.018544,CAM_SYNTH,9,0.09,9.0,55.5,1.8,Normal,0,4
1764893752.018544,CAM_SYNTH,1,0.01,1.0,59.5,0.2,Normal,0,4
1764893812.018544,CAM_SYNTH,13,0.13,13.0,53.5,2.6,Normal,0,4
1764893872.018544,CAM_SYNTH,8,0.08,8.0,56.0,1.6,Normal,0,4
1764893932.018544,CAM_SYNTH,19,0.19,19.0,50.5,3.8,Normal,0,4
1764893992.018544,CAM_SYNTH,27,0.27,27.0,46.5,5.4,Normal,0,4
1764894052.018544,CAM_SYNTH,8,0.08,8.0,56.0,1.6,Normal,0,4
1764894112.018544,CAM_SYNTH,9,0.09,9.0,55.5,1.8,Normal,0,4
1764894172.018544,CAM_SYNTH,13,0.13,13.0,53.5,2.6,Normal,0,4
1764894232.018544,CAM_SYNTH,3,0.03,3.0,58.5,0.6,Normal,0,4
1764894292.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,0,4
1764894352.018544,CAM_SYNTH,18,0.18,18.0,51.0,3.6,Normal,0,4
1764894412.018544,CAM_SYNTH,10,0.1,10.0,55.0,2.0,Normal,0,4
1764894472.018544,CAM_SYNTH,10,0.1,10.0,55.0,2.0,Normal,0,4
1764894532.018544,CAM_SYNTH,8,0.08,8.0,56.0,1.6,Normal,0,4
1764894592.018544,CAM_SYNTH,9,0.09,9.0,55.5,1.8,Normal,0,4
1764894652.018544,CAM_SYNTH,10,0.1,10.0,55.0,2.0,Normal,0,4
1764894712.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,0,4
1764894772.018544,CAM_SYNTH,10,0.1,10.0,55.0,2.0,Normal,0,4
1764894832.018544,CAM_SYNTH,12,0.12,12.0,54.0,2.4,Normal,0,4
1764894892.018544,CAM_SYNTH,21,0.21,21.0,49.5,4.2,Normal,0,4
1764894952.018544,CAM_SYNTH,22,0.22,22.0,49.0,4.4,Normal,0,4
1764895012.018544,CAM_SYNTH,5,0.05,5.0,57.5,1.0,Normal,0,4
1764895072.018544,CAM_SYNTH,25,0.25,25.0,47.5,5.0,Normal,0,4
1764895132.018544,CAM_SYNTH,0,0.0,0.0,60.0,0.0,Normal,0,4
